ano_mes_ref;nom_municipio;sgl_uf;macro_regional_ipsemg;micro_regional_ipsemg;bh_rmbh_interior_ipsemg;dsc_sexo;desc_faixa_etaria;qtde_benef
202606;MARIO CAMPOS;MG;CENTRO;BETIM;RMBH;Feminino;19 - 23 ANOS;8
202601;UBAI;MG;NORTE;BRASILIA DE MINAS;INTERIOR;Masculino;19 - 23 ANOS;23
202606;JEQUITAI;MG;NORTE;PIRAPORA;INTERIOR;Masculino;00 - 18 ANOS;22
202607;SAO FRANCISCO DO GLORIA;MG;SUDESTE;CARANGOLA;INTERIOR;Feminino;39 - 43 ANOS;13
202603;PAINS;MG;OESTE;FORMIGA;INTERIOR;Masculino;54 - 58 ANOS;4
202606;PERDIGAO;MG;OESTE;DIVINOPOLIS;INTERIOR;Feminino;24 - 28 ANOS;9
202605;SAO GONCALO DO ABAETE;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Feminino;44 - 48 ANOS;9
202602;CONCEICAO DAS ALAGOAS;MG;TRIANGULO DO SUL;UBERABA;INTERIOR;Feminino;24 - 28 ANOS;8
202603;ALEM PARAIBA;MG;SUDESTE;CATAGUASES;INTERIOR;Feminino;54 - 58 ANOS;34
202601;PORTO ALEGRE;RS;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;59+ ANOS;1
202603;CHALE;MG;LESTE DO SUL;MANHUACU;INTERIOR;Masculino;24 - 28 ANOS;15
202602;ALVINOPOLIS;MG;LESTE DO SUL;PONTE NOVA;INTERIOR;Feminino;19 - 23 ANOS;14
202605;ALEM PARAIBA;MG;SUDESTE;CATAGUASES;INTERIOR;Masculino;00 - 18 ANOS;17
202601;BANDEIRA DO SUL;MG;SUL;POCOS DE CALDAS;INTERIOR;Feminino;54 - 58 ANOS;5
202607;FORTUNA DE MINAS;MG;CENTRO;SETE LAGOAS;INTERIOR;Masculino;19 - 23 ANOS;2
202603;SAO PAULO;SP;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;24 - 28 ANOS;3
202602;PRUDENTE DE MORAIS;MG;CENTRO;SETE LAGOAS;INTERIOR;Feminino;44 - 48 ANOS;18
202607;SANTA MARIA DO SUACUI;MG;LESTE;SANTA MARIA DO SUACUI;INTERIOR;Masculino;59+ ANOS;127
202608;SOBRALIA;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Feminino;49 - 53 ANOS;9
202604;ITABIRITO;MG;CENTRO;OURO PRETO;INTERIOR;Masculino;39 - 43 ANOS;7
202602;SAO JOAO DO MANTENINHA;MG;LESTE;MANTENA;INTERIOR;Feminino;19 - 23 ANOS;5
202603;PEQUI;MG;CENTRO;SETE LAGOAS;INTERIOR;Feminino;29 - 33 ANOS;13
202603;SARDOA;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Masculino;00 - 18 ANOS;8
202603;SAO FRANCISCO;PB;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;54 - 58 ANOS;25
202601;SANTA CRUZ DO ESCALVADO;MG;LESTE DO SUL;PONTE NOVA;INTERIOR;Feminino;19 - 23 ANOS;2
202601;NATALANDIA;MG;NOROESTE;UNAI;INTERIOR;Masculino;54 - 58 ANOS;3
202606;TAPARUBA;MG;LESTE DO SUL;MANHUACU;INTERIOR;Feminino;49 - 53 ANOS;2
202602;DIVISOPOLIS;MG;NORDESTE;PEDRA AZUL;INTERIOR;Feminino;29 - 33 ANOS;12
202604;GAMELEIRAS;MG;NORTE;JANAUBA;INTERIOR;Masculino;54 - 58 ANOS;6
202602;SAO GERALDO DA PIEDADE;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Masculino;24 - 28 ANOS;4
202608;TIRADENTES;MG;CENTRO SUL;SAO JOAO DEL REI;INTERIOR;Feminino;00 - 18 ANOS;4
202604;PADRE CARVALHO;MG;NORTE;SALINAS;INTERIOR;Feminino;29 - 33 ANOS;8
202606;JAPARAIBA;MG;OESTE;LAGOA DA PRATA;INTERIOR;Masculino;39 - 43 ANOS;4
202602;VERISSIMO;MG;TRIANGULO DO SUL;UBERABA;INTERIOR;Feminino;39 - 43 ANOS;2
202606;BONFINOPOLIS DE MINAS;MG;NOROESTE;UNAI;INTERIOR;Masculino;19 - 23 ANOS;12
202601;UBERABA;MG;TRIANGULO DO SUL;UBERABA;INTERIOR;Masculino;29 - 33 ANOS;216
202605;LAJE DO MURIAE;RJ;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;2
202604;MESQUITA;RJ;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;39 - 43 ANOS;1
202605;BALDIM;MG;CENTRO;SETE LAGOAS;RMBH;Feminino;54 - 58 ANOS;11
202608;ESTRELA DALVA;MG;SUDESTE;CATAGUASES;INTERIOR;Masculino;59+ ANOS;16
202608;ARAUJOS;MG;OESTE;BOM DESPACHO;INTERIOR;Masculino;19 - 23 ANOS;4
202601;SIMAO PEREIRA;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;34 - 38 ANOS;1
202605;MARMELOPOLIS;MG;SUL;SAO LOURENCO;INTERIOR;Feminino;44 - 48 ANOS;2
202601;COIMBRA;MG;SUDESTE;UBA;INTERIOR;Masculino;39 - 43 ANOS;6
202601;ARACUAI;MG;NORDESTE;ARACUAI;INTERIOR;Feminino;24 - 28 ANOS;81
202605;OLIMPIO NORONHA;MG;SUL;TRES CORACOES;INTERIOR;Feminino;59+ ANOS;30
202601;PEDRA DO INDAIA;MG;OESTE;DIVINOPOLIS;INTERIOR;Masculino;54 - 58 ANOS;1
202601;VAZANTE;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Masculino;39 - 43 ANOS;8
202608;TRES CORACOES;MG;SUL;TRES CORACOES;INTERIOR;Feminino;19 - 23 ANOS;54
202606;VIEIRAS;MG;SUDESTE;MURIAE;INTERIOR;Masculino;29 - 33 ANOS;5
202603;ITURAMA;MG;TRIANGULO DO SUL;FRUTAL;INTERIOR;Feminino;59+ ANOS;135
202607;PIRANGA;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;INTERIOR;Masculino;44 - 48 ANOS;16
202602;RECREIO;MG;SUDESTE;CATAGUASES;INTERIOR;Masculino;24 - 28 ANOS;8
202606;LEOPOLDINA;MG;SUDESTE;CATAGUASES;INTERIOR;Feminino;44 - 48 ANOS;84
202604;AGUA DOCE DO NORTE;ES;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;3
202602;PAVAO;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Feminino;29 - 33 ANOS;16
202604;SAO JOAO DO MANHUACU;MG;LESTE DO SUL;MANHUACU;INTERIOR;Feminino;00 - 18 ANOS;31
202601;LAGAMAR;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Feminino;00 - 18 ANOS;16
202606;PARAISOPOLIS;MG;SUL;ITAJUBA;INTERIOR;Masculino;54 - 58 ANOS;12
202604;MOEMA;MG;OESTE;BOM DESPACHO;INTERIOR;Masculino;49 - 53 ANOS;12
202608;CLARO DOS POCOES;MG;NORTE;MONTES CLAROS;INTERIOR;Feminino;44 - 48 ANOS;12
202607;CORONEL PACHECO;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Masculino;44 - 48 ANOS;2
202608;IPANEMA;MG;LESTE DO SUL;MANHUACU;INTERIOR;Masculino;59+ ANOS;105
202606;CLAUDIO;MG;OESTE;DIVINOPOLIS;INTERIOR;Feminino;44 - 48 ANOS;10
202604;VARJAO DE MINAS;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Feminino;00 - 18 ANOS;8
202606;SAO GERALDO;MG;SUDESTE;UBA;INTERIOR;Masculino;00 - 18 ANOS;15
202606;ITACARAMBI;MG;NORTE;JANUARIA;INTERIOR;Feminino;34 - 38 ANOS;34
202606;DATAS;MG;NORDESTE;DIAMANTINA;INTERIOR;Feminino;44 - 48 ANOS;10
202606;SETUBINHA;MG;NORDESTE;NOVO CRUZEIRO;INTERIOR;Masculino;54 - 58 ANOS;12
202605;UMBURATIBA;MG;NORDESTE;AGUAS FORMOSAS;INTERIOR;Masculino;59+ ANOS;20
202603;GONZAGA;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Masculino;29 - 33 ANOS;6
202606;TRES CORACOES;MG;SUL;TRES CORACOES;INTERIOR;Feminino;34 - 38 ANOS;66
202607;SANTOS DUMONT;MG;SUDESTE;SANTOS DUMONT;INTERIOR;Masculino;29 - 33 ANOS;42
202603;ALBERTINA;MG;SUL;OURO FINO;INTERIOR;Feminino;34 - 38 ANOS;3
202601;BOM JESUS DO AMPARO;MG;CENTRO;ITABIRA;INTERIOR;Feminino;24 - 28 ANOS;7
202606;IPABA;MG;LESTE;IPATINGA;INTERIOR;Feminino;34 - 38 ANOS;14
202608;PITANGUI;MG;OESTE;PARA DE MINAS;INTERIOR;Feminino;39 - 43 ANOS;35
202607;MONTE BELO;MG;SUL;ALFENAS;INTERIOR;Masculino;44 - 48 ANOS;11
202604;NOVA RESENDE;MG;SUL;PASSOS;INTERIOR;Feminino;34 - 38 ANOS;11
202601;FREI LAGONEGRO;MG;LESTE;PECANHA;INTERIOR;Masculino;00 - 18 ANOS;8
202608;UBERABA;MG;TRIANGULO DO SUL;UBERABA;INTERIOR;Feminino;54 - 58 ANOS;281
202605;CANAPOLIS;MG;TRIANGULO DO NORTE;ITUIUTABA;INTERIOR;Feminino;59+ ANOS;98
202601;SAO SEBASTIAO DO MARANHAO;MG;LESTE;SANTA MARIA DO SUACUI;INTERIOR;Masculino;29 - 33 ANOS;19
202603;PARAGUACU;MG;SUL;ALFENAS;INTERIOR;Feminino;59+ ANOS;214
202601;MATUTINA;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Feminino;19 - 23 ANOS;5
202607;GUAXUPE;MG;SUL;ALFENAS;INTERIOR;Masculino;00 - 18 ANOS;23
202607;OURO PRETO;MG;CENTRO;OURO PRETO;INTERIOR;Feminino;59+ ANOS;573
202602;NOVA SERRANA;MG;OESTE;DIVINOPOLIS;INTERIOR;Feminino;34 - 38 ANOS;33
202603;IBERTIOGA;MG;CENTRO SUL;BARBACENA;INTERIOR;Feminino;29 - 33 ANOS;5
202607;SALINAS;MG;NORTE;SALINAS;INTERIOR;Feminino;59+ ANOS;483
202602;FORMIGA;MG;OESTE;FORMIGA;INTERIOR;Feminino;59+ ANOS;823
202604;JOAIMA;MG;NORDESTE;JEQUITINHONHA;INTERIOR;Masculino;29 - 33 ANOS;14
202605;SANTA JULIANA;MG;TRIANGULO DO SUL;ARAXA;INTERIOR;Feminino;29 - 33 ANOS;8
202608;BELO VALE;MG;CENTRO;BELO HORIZONTE;INTERIOR;Masculino;24 - 28 ANOS;6
202608;PRUDENTE DE MORAIS;MG;CENTRO;SETE LAGOAS;INTERIOR;Masculino;19 - 23 ANOS;4
202603;PRESIDENTE OLEGARIO;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Feminino;19 - 23 ANOS;13
202603;ESTRELA DALVA;MG;SUDESTE;CATAGUASES;INTERIOR;Masculino;59+ ANOS;16
202603;NOVA ERA;MG;CENTRO;JOAO MONLEVADE;INTERIOR;Feminino;00 - 18 ANOS;29
202607;EWBANK DA CAMARA;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;49 - 53 ANOS;5
202608;SENADOR MODESTINO GONCALVES;MG;NORDESTE;DIAMANTINA;INTERIOR;Feminino;24 - 28 ANOS;5
202607;SAO JOAO DEL REI;MG;CENTRO SUL;SAO JOAO DEL REI;INTERIOR;Masculino;59+ ANOS;540
202606;BOTUMIRIM;MG;NORTE;MONTES CLAROS;INTERIOR;Feminino;49 - 53 ANOS;23
202604;SAO JOAO NEPOMUCENO;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Masculino;19 - 23 ANOS;10
202605;CAPELINHA;MG;NORDESTE;CAPELINHA;INTERIOR;Feminino;59+ ANOS;351
202601;SENADOR AMARAL;MG;SUL;POUSO ALEGRE;INTERIOR;Masculino;54 - 58 ANOS;1
202604;CANDEIAS;MG;OESTE;CAMPO BELO;INTERIOR;Masculino;19 - 23 ANOS;4
202607;RIO MANSO;MG;CENTRO;BETIM;RMBH;Masculino;34 - 38 ANOS;7
202604;CARMO DA CACHOEIRA;MG;SUL;VARGINHA;INTERIOR;Feminino;44 - 48 ANOS;12
202602;SENADOR JOSE BENTO;MG;SUL;POUSO ALEGRE;INTERIOR;Feminino;54 - 58 ANOS;1
202608;SARZEDO;MG;CENTRO;BETIM;RMBH;Masculino;59+ ANOS;72
202608;CRISTALIA;MG;NORTE;MONTES CLAROS;INTERIOR;Feminino;49 - 53 ANOS;10
202608;SAO SEBASTIAO DA VARGEM ALEGRE;MG;SUDESTE;MURIAE;INTERIOR;Masculino;39 - 43 ANOS;2
202606;NOVA MODICA;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Feminino;19 - 23 ANOS;3
202603;CARIACICA;ES;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;10
202605;ARANTINA;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;39 - 43 ANOS;1
202607;ALTO CAPARAO;MG;LESTE DO SUL;MANHUACU;INTERIOR;Feminino;29 - 33 ANOS;6
202606;RIO PARDO DE MINAS;MG;NORTE;TAIOBEIRAS;INTERIOR;Feminino;24 - 28 ANOS;39
202604;VERDELANDIA;MG;NORTE;JANAUBA;INTERIOR;Feminino;00 - 18 ANOS;16
202605;NOVA LIMA;MG;CENTRO;BELO HORIZONTE;RMBH;Masculino;29 - 33 ANOS;43
202606;SAO GONCALO DO RIO PRETO;MG;NORDESTE;DIAMANTINA;INTERIOR;Masculino;49 - 53 ANOS;1
202602;BERTOPOLIS;MG;NORDESTE;AGUAS FORMOSAS;INTERIOR;Masculino;39 - 43 ANOS;10
202607;SANTA BARBARA DO LESTE;MG;LESTE;CARATINGA;INTERIOR;Masculino;49 - 53 ANOS;7
202608;ITAMONTE;MG;SUL;SAO LOURENCO;INTERIOR;Feminino;39 - 43 ANOS;8
202606;GURINHATA;MG;TRIANGULO DO NORTE;ITUIUTABA;INTERIOR;Masculino;54 - 58 ANOS;2
202601;VESPASIANO;MG;CENTRO;SANTA LUZIA;RMBH;Masculino;49 - 53 ANOS;75
202606;SANTO ANTONIO DO AVENTUREIRO;MG;SUDESTE;CATAGUASES;INTERIOR;Feminino;29 - 33 ANOS;4
202606;CAETE;MG;CENTRO;CAETE;RMBH;Feminino;39 - 43 ANOS;45
202607;ITABIRITO;MG;CENTRO;OURO PRETO;INTERIOR;Masculino;39 - 43 ANOS;7
202607;SANTA LUZIA;MG;CENTRO;SANTA LUZIA;RMBH;Masculino;49 - 53 ANOS;174
202608;CAPUTIRA;MG;LESTE DO SUL;MANHUACU;INTERIOR;Feminino;19 - 23 ANOS;19
202606;SAO JOSE DO ALEGRE;MG;SUL;ITAJUBA;INTERIOR;Feminino;24 - 28 ANOS;3
202601;IBIAI;MG;NORTE;CORACAO DE JESUS;INTERIOR;Feminino;59+ ANOS;52
202603;CACHOEIRA DOURADA;MG;TRIANGULO DO NORTE;ITUIUTABA;INTERIOR;Masculino;24 - 28 ANOS;2
202601;MUCURICI;ES;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;44 - 48 ANOS;1
202606;SANTANA DOS MONTES;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;INTERIOR;Masculino;34 - 38 ANOS;3
202604;PIRAPETINGA;MG;SUDESTE;CATAGUASES;INTERIOR;Feminino;54 - 58 ANOS;9
202603;ITAVERAVA;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;INTERIOR;Feminino;49 - 53 ANOS;4
202601;RIO POMBA;MG;SUDESTE;UBA;INTERIOR;Feminino;19 - 23 ANOS;7
202605;PONTO CHIQUE;MG;NORTE;PIRAPORA;INTERIOR;Masculino;44 - 48 ANOS;10
202604;CAPARAO;MG;SUDESTE;CARANGOLA;INTERIOR;Feminino;34 - 38 ANOS;6
202605;BRAUNAS;MG;LESTE;IPATINGA;INTERIOR;Feminino;29 - 33 ANOS;7
202606;ENGENHEIRO NAVARRO;MG;NORTE;BOCAIUVA;INTERIOR;Feminino;44 - 48 ANOS;8
202601;COROACI;MG;LESTE;PECANHA;INTERIOR;Masculino;59+ ANOS;53
202608;JURAMENTO;MG;NORTE;MONTES CLAROS;INTERIOR;Feminino;39 - 43 ANOS;1
202605;BARAO DE COCAIS;MG;CENTRO;ITABIRA;INTERIOR;Feminino;29 - 33 ANOS;30
202607;SAO JOAO NEPOMUCENO;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Masculino;34 - 38 ANOS;10
202605;GAMELEIRAS;MG;NORTE;JANAUBA;INTERIOR;Feminino;59+ ANOS;25
202607;SAO JOAO NEPOMUCENO;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;24 - 28 ANOS;15
202603;PASSA TEMPO;MG;OESTE;OLIVEIRA;INTERIOR;Masculino;49 - 53 ANOS;7
202606;CORINTO;MG;CENTRO;CORINTO;INTERIOR;Feminino;39 - 43 ANOS;25
202602;SAO LOURENCO;MG;SUL;SAO LOURENCO;INTERIOR;Feminino;29 - 33 ANOS;29
202601;SILVEIRANIA;MG;SUDESTE;UBA;INTERIOR;Masculino;59+ ANOS;15
202605;SANTA HELENA DE MINAS;MG;NORDESTE;AGUAS FORMOSAS;INTERIOR;Masculino;34 - 38 ANOS;18
202606;JACUTINGA;RS;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;44 - 48 ANOS;2
202607;FORMIGA;MG;OESTE;FORMIGA;INTERIOR;Masculino;34 - 38 ANOS;82
202604;CONCEICAO DOS OUROS;MG;SUL;POUSO ALEGRE;INTERIOR;Feminino;34 - 38 ANOS;12
202607;IBITURUNA;MG;CENTRO SUL;SAO JOAO DEL REI;INTERIOR;Masculino;44 - 48 ANOS;1
202608;URUCUIA;MG;NORTE;SAO FRANCISCO;INTERIOR;Feminino;59+ ANOS;43
202608;ESTRELA DO INDAIA;MG;OESTE;BOM DESPACHO;INTERIOR;Masculino;54 - 58 ANOS;3
202607;SENADOR MODESTINO GONCALVES;MG;NORDESTE;DIAMANTINA;INTERIOR;Feminino;19 - 23 ANOS;2
202601;UNIAO DE MINAS;MG;TRIANGULO DO SUL;FRUTAL;INTERIOR;Masculino;49 - 53 ANOS;2
202602;CUPARAQUE;MG;LESTE;MANTENA;INTERIOR;Masculino;49 - 53 ANOS;3
202604;PINTOPOLIS;MG;NORTE;SAO FRANCISCO;INTERIOR;Feminino;29 - 33 ANOS;6
202605;CACHOEIRA DE PAJEU;MG;NORDESTE;PEDRA AZUL;INTERIOR;Feminino;39 - 43 ANOS;16
202606;CONTAGEM;MG;CENTRO;CONTAGEM;RMBH;Masculino;29 - 33 ANOS;652
202607;PAIVA;MG;CENTRO SUL;BARBACENA;INTERIOR;Masculino;24 - 28 ANOS;4
202607;IBIAI;MG;NORTE;CORACAO DE JESUS;INTERIOR;Masculino;34 - 38 ANOS;8
202606;ALVARENGA;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Feminino;54 - 58 ANOS;3
202601;PEDRO LEOPOLDO;MG;CENTRO;PEDRO LEOPOLDO;RMBH;Masculino;54 - 58 ANOS;54
202603;GUIRICEMA;MG;SUDESTE;UBA;INTERIOR;Masculino;59+ ANOS;58
202601;VIRGINOPOLIS;MG;CENTRO;GUANHAES;INTERIOR;Feminino;39 - 43 ANOS;17
202604;RUBELITA;MG;NORTE;SALINAS;INTERIOR;Feminino;54 - 58 ANOS;11
202608;NOVA ERA;MG;CENTRO;JOAO MONLEVADE;INTERIOR;Feminino;39 - 43 ANOS;12
202601;SENADOR MODESTINO GONCALVES;MG;NORDESTE;DIAMANTINA;INTERIOR;Feminino;00 - 18 ANOS;3
202602;PINGO-D AGUA;MG;LESTE;CARATINGA;INTERIOR;Masculino;34 - 38 ANOS;2
202606;BANDEIRA;MG;NORDESTE;ALMENARA;INTERIOR;Masculino;24 - 28 ANOS;4
202603;VISCONDE DO RIO BRANCO;MG;SUDESTE;UBA;INTERIOR;Masculino;19 - 23 ANOS;35
202601;SANTA HELENA DE MINAS;MG;NORDESTE;AGUAS FORMOSAS;INTERIOR;Masculino;19 - 23 ANOS;9
202607;AIMORES;MG;LESTE;RESPLENDOR;INTERIOR;Feminino;19 - 23 ANOS;8
202603;FLORESTAL;MG;CENTRO;BETIM;RMBH;Feminino;29 - 33 ANOS;12
202608;LADAINHA;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Masculino;49 - 53 ANOS;12
202603;PIRAPORA;MG;NORTE;PIRAPORA;INTERIOR;Feminino;19 - 23 ANOS;53
202604;SAO SEBASTIAO DO OESTE;MG;OESTE;DIVINOPOLIS;INTERIOR;Feminino;29 - 33 ANOS;1
202607;CARMO DA CACHOEIRA;MG;SUL;VARGINHA;INTERIOR;Masculino;24 - 28 ANOS;11
202601;DORES DE CAMPOS;MG;CENTRO SUL;BARBACENA;INTERIOR;Masculino;44 - 48 ANOS;3
202606;CARMO DE MINAS;MG;SUL;TRES CORACOES;INTERIOR;Feminino;19 - 23 ANOS;7
202608;FORMIGA;MG;OESTE;FORMIGA;INTERIOR;Feminino;29 - 33 ANOS;89
202606;FUNDAO;ES;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;54 - 58 ANOS;1
202608;JURUAIA;MG;SUL;ALFENAS;INTERIOR;Masculino;44 - 48 ANOS;3
202606;SANTANA DE CATAGUASES;MG;SUDESTE;CATAGUASES;INTERIOR;Feminino;49 - 53 ANOS;6
202604;PITANGUI;MG;OESTE;PARA DE MINAS;INTERIOR;Feminino;49 - 53 ANOS;48
202605;RIO DAS FLORES;RJ;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;00 - 18 ANOS;1
202603;SERRA AZUL DE MINAS;MG;CENTRO;GUANHAES;INTERIOR;Masculino;54 - 58 ANOS;4
202605;PINGO-D AGUA;MG;LESTE;CARATINGA;INTERIOR;Feminino;19 - 23 ANOS;7
202606;CONQUISTA;MG;TRIANGULO DO SUL;UBERABA;INTERIOR;Feminino;19 - 23 ANOS;2
202608;ITAMARANDIBA;MG;NORDESTE;DIAMANTINA;INTERIOR;Masculino;24 - 28 ANOS;63
202603;PIRACICABA;SP;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;59+ ANOS;1
202601;CARMESIA;MG;CENTRO;GUANHAES;INTERIOR;Masculino;44 - 48 ANOS;9
202608;JACINTO;MG;NORDESTE;ALMENARA;INTERIOR;Masculino;54 - 58 ANOS;11
202603;SANTA HELENA DE MINAS;MG;NORDESTE;AGUAS FORMOSAS;INTERIOR;Masculino;39 - 43 ANOS;16
202601;BARAO DE COCAIS;MG;CENTRO;ITABIRA;INTERIOR;Feminino;24 - 28 ANOS;20
202606;CHAPADA DO NORTE;MG;NORDESTE;MINAS NOVAS;INTERIOR;Masculino;24 - 28 ANOS;22
202602;DORES DO INDAIA;MG;OESTE;BOM DESPACHO;INTERIOR;Masculino;44 - 48 ANOS;11
202601;SIMONESIA;MG;LESTE DO SUL;MANHUACU;INTERIOR;Masculino;44 - 48 ANOS;29
202601;ROSARIO DA LIMEIRA;MG;SUDESTE;MURIAE;INTERIOR;Feminino;34 - 38 ANOS;3
202602;TARUMIRIM;MG;LESTE;CARATINGA;INTERIOR;Masculino;44 - 48 ANOS;11
202602;ITACAMBIRA;MG;NORTE;MONTES CLAROS;INTERIOR;Feminino;44 - 48 ANOS;11
202601;ITACARAMBI;MG;NORTE;JANUARIA;INTERIOR;Masculino;44 - 48 ANOS;14
202601;SENADOR AMARAL;MG;SUL;POUSO ALEGRE;INTERIOR;Feminino;00 - 18 ANOS;19
202602;SAO PAULO;SP;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;93
202602;DIVISA NOVA;MG;SUL;ALFENAS;INTERIOR;Masculino;59+ ANOS;22
202607;PIRACEMA;MG;OESTE;ITAUNA;INTERIOR;Feminino;34 - 38 ANOS;9
202603;REDUTO;MG;LESTE DO SUL;MANHUACU;INTERIOR;Feminino;29 - 33 ANOS;7
202607;SAO JOAO DA LAGOA;MG;NORTE;CORACAO DE JESUS;INTERIOR;Masculino;24 - 28 ANOS;6
202601;GOIANA;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;00 - 18 ANOS;5
202602;CRISTINA;MG;SUL;ITAJUBA;INTERIOR;Masculino;24 - 28 ANOS;7
202607;ANTONIO PRADO DE MINAS;MG;SUDESTE;MURIAE;INTERIOR;Feminino;00 - 18 ANOS;8
202607;URUANA DE MINAS;MG;NOROESTE;UNAI;INTERIOR;Feminino;24 - 28 ANOS;3
202604;PARAGUACU;MG;SUL;ALFENAS;INTERIOR;Masculino;39 - 43 ANOS;5
202603;MACHACALIS;MG;NORDESTE;AGUAS FORMOSAS;INTERIOR;Masculino;24 - 28 ANOS;7
202607;SERITINGA;MG;SUL;SAO LOURENCO;INTERIOR;Feminino;44 - 48 ANOS;2
202602;LUMINARIAS;MG;SUL;LAVRAS;INTERIOR;Masculino;34 - 38 ANOS;7
202604;MATIAS CARDOSO;MG;NORTE;MANGA;INTERIOR;Masculino;29 - 33 ANOS;3
202603;VIEIRAS;MG;SUDESTE;MURIAE;INTERIOR;Masculino;39 - 43 ANOS;2
202605;PARAISOPOLIS;MG;SUL;ITAJUBA;INTERIOR;Masculino;24 - 28 ANOS;10
202606;VARZEA DA PALMA;MG;NORTE;PIRAPORA;INTERIOR;Feminino;59+ ANOS;291
202601;JACINTO;MG;NORDESTE;ALMENARA;INTERIOR;Feminino;39 - 43 ANOS;16
202607;PALMA;MG;SUDESTE;MURIAE;INTERIOR;Masculino;29 - 33 ANOS;6
202608;FERVEDOURO;MG;SUDESTE;CARANGOLA;INTERIOR;Feminino;44 - 48 ANOS;15
202606;JACUI;MG;SUL;SAO SEBASTIAO DO PARAISO;INTERIOR;Feminino;19 - 23 ANOS;6
202607;BURITIZEIRO;MG;NORTE;PIRAPORA;INTERIOR;Masculino;34 - 38 ANOS;20
202608;ITUMBIARA;GO;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;24 - 28 ANOS;1
202608;VISCONDE DO RIO BRANCO;MG;SUDESTE;UBA;INTERIOR;Feminino;29 - 33 ANOS;48
202606;CLARAVAL;MG;SUL;PASSOS;INTERIOR;Masculino;34 - 38 ANOS;1
202607;PIRAPETINGA;MG;SUDESTE;CATAGUASES;INTERIOR;Masculino;39 - 43 ANOS;1
202604;CAPELA NOVA;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;INTERIOR;Feminino;34 - 38 ANOS;5
202602;MATIPO;MG;LESTE DO SUL;MANHUACU;INTERIOR;Masculino;24 - 28 ANOS;35
202604;SAO JOSE DO JACURI;MG;LESTE;PECANHA;INTERIOR;Masculino;59+ ANOS;54
202608;FORTALEZA;CE;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;49 - 53 ANOS;1
202605;DOM CAVATI;MG;LESTE;CARATINGA;INTERIOR;Feminino;00 - 18 ANOS;18
202602;MOEMA;MG;OESTE;BOM DESPACHO;INTERIOR;Feminino;19 - 23 ANOS;18
202605;URUCUIA;MG;NORTE;SAO FRANCISCO;INTERIOR;Feminino;44 - 48 ANOS;6
202602;BARRA LONGA;MG;LESTE DO SUL;PONTE NOVA;INTERIOR;Feminino;44 - 48 ANOS;9
