ano_mes_ref;nom_municipio;sgl_uf;macro_regional_ipsemg;micro_regional_ipsemg;bh_rmbh_interior_ipsemg;dsc_sexo;desc_faixa_etaria;qtde_benef
202510;ANTONIO DIAS;MG;LESTE;CORONEL FABRICIANO;INTERIOR;Feminino;24 - 28 ANOS;7
202510;CANDEIAS;BA;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;24 - 28 ANOS;1
202510;PARANAIGUARA;GO;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;29 - 33 ANOS;1
202510;VIEIRAS;MG;SUDESTE;MURIAE;INTERIOR;Feminino;19 - 23 ANOS;1
202510;PINTOPOLIS;MG;NORTE;SAO FRANCISCO;INTERIOR;Feminino;49 - 53 ANOS;7
202510;POCRANE;MG;LESTE DO SUL;MANHUACU;INTERIOR;Feminino;39 - 43 ANOS;18
202510;CORONEL PACHECO;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;44 - 48 ANOS;2
202510;DELFINOPOLIS;MG;SUL;PASSOS;INTERIOR;Feminino;34 - 38 ANOS;9
202510;IRAI DE MINAS;MG;TRIANGULO DO NORTE;MONTE CARMELO;INTERIOR;Masculino;24 - 28 ANOS;13
202510;UNAI;MG;NOROESTE;UNAI;INTERIOR;Feminino;19 - 23 ANOS;82
202510;VIRGOLANDIA;MG;LESTE;PECANHA;INTERIOR;Feminino;19 - 23 ANOS;2
202510;CONEGO MARINHO;MG;NORTE;JANUARIA;INTERIOR;Masculino;59+ ANOS;32
202510;MACEIO;AL;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;59+ ANOS;3
202510;MUTUM;MG;LESTE DO SUL;MANHUACU;INTERIOR;Masculino;34 - 38 ANOS;13
202510;MANAUS;AM;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;59+ ANOS;2
202510;SAPUCAI-MIRIM;MG;SUL;ITAJUBA;INTERIOR;Feminino;34 - 38 ANOS;6
202510;SENHORA DOS REMEDIOS;MG;CENTRO SUL;BARBACENA;INTERIOR;Masculino;39 - 43 ANOS;7
202510;IBERTIOGA;MG;CENTRO SUL;BARBACENA;INTERIOR;Feminino;34 - 38 ANOS;6
202510;IBIRITE;MG;CENTRO;BETIM;RMBH;Feminino;00 - 18 ANOS;307
202510;SANTANA DO JACARE;MG;OESTE;CAMPO BELO;INTERIOR;Masculino;54 - 58 ANOS;5
202510;SAO FRANCISCO;PB;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;29 - 33 ANOS;9
202510;ITUTINGA;MG;SUL;LAVRAS;INTERIOR;Masculino;19 - 23 ANOS;1
202510;COROMANDEL;MG;TRIANGULO DO NORTE;PATROCINIO;INTERIOR;Feminino;19 - 23 ANOS;31
202510;CHAPADA GAUCHA;MG;NOROESTE;ARINOS;INTERIOR;Masculino;39 - 43 ANOS;4
202510;SANTA JULIANA;MG;TRIANGULO DO SUL;ARAXA;INTERIOR;Feminino;00 - 18 ANOS;22
202510;PADRE PARAISO;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Feminino;59+ ANOS;130
202510;CARMO DO PARANAIBA;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Feminino;29 - 33 ANOS;38
202510;POTE;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Masculino;59+ ANOS;102
202510;MATINHOS;PR;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;1
202510;VALENCA;BA;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;29 - 33 ANOS;1
202510;BALDIM;MG;CENTRO;SETE LAGOAS;RMBH;Masculino;44 - 48 ANOS;8
202510;PAULISTAS;MG;LESTE;PECANHA;INTERIOR;Masculino;49 - 53 ANOS;1
202510;DOM BOSCO;MG;NOROESTE;UNAI;INTERIOR;Masculino;49 - 53 ANOS;4
202510;ESPIRITO SANTO DO DOURADO;MG;SUL;POUSO ALEGRE;INTERIOR;Masculino;00 - 18 ANOS;11
202510;SANTA EFIGENIA DE MINAS;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Feminino;00 - 18 ANOS;12
202510;SOBRALIA;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Feminino;59+ ANOS;54
202510;NOVA SERRANA;MG;OESTE;DIVINOPOLIS;INTERIOR;Masculino;19 - 23 ANOS;20
202510;FAMA;MG;SUL;ALFENAS;INTERIOR;Masculino;29 - 33 ANOS;2
202510;SAO VICENTE DE MINAS;MG;CENTRO SUL;SAO JOAO DEL REI;INTERIOR;Masculino;59+ ANOS;50
202510;CAMACHO;MG;OESTE;CAMPO BELO;INTERIOR;Feminino;19 - 23 ANOS;3
202510;JUIZ DE FORA;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Masculino;44 - 48 ANOS;342
202510;NOVO ORIENTE DE MINAS;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Feminino;44 - 48 ANOS;18
202510;MUTUM;MG;LESTE DO SUL;MANHUACU;INTERIOR;Feminino;24 - 28 ANOS;44
202510;CAMBUQUIRA;MG;SUL;TRES CORACOES;INTERIOR;Masculino;24 - 28 ANOS;13
202510;CONGONHAS;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;INTERIOR;Masculino;00 - 18 ANOS;33
202510;VARGEM BONITA;MG;SUL;PIUMHI;INTERIOR;Feminino;24 - 28 ANOS;2
202510;RITAPOLIS;MG;CENTRO SUL;SAO JOAO DEL REI;INTERIOR;Masculino;59+ ANOS;18
202510;ALVINOPOLIS;MG;LESTE DO SUL;PONTE NOVA;INTERIOR;Masculino;59+ ANOS;112
202510;SANTANA DO JACARE;MG;OESTE;CAMPO BELO;INTERIOR;Feminino;44 - 48 ANOS;6
202510;CAMPANHA;MG;SUL;VARGINHA;INTERIOR;Masculino;00 - 18 ANOS;20
202510;CAETE;MG;CENTRO;CAETE;RMBH;Masculino;54 - 58 ANOS;38
202510;MUZAMBINHO;MG;SUL;ALFENAS;INTERIOR;Feminino;44 - 48 ANOS;16
202510;DESTERRO DE ENTRE RIOS;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;INTERIOR;Feminino;00 - 18 ANOS;24
202510;PIEDADE DO RIO GRANDE;MG;CENTRO SUL;SAO JOAO DEL REI;INTERIOR;Masculino;44 - 48 ANOS;3
202510;ITUMIRIM;MG;SUL;LAVRAS;INTERIOR;Masculino;49 - 53 ANOS;7
202510;TRES CORACOES;MG;SUL;TRES CORACOES;INTERIOR;Feminino;54 - 58 ANOS;77
202510;CURRAL DE DENTRO;MG;NORTE;TAIOBEIRAS;INTERIOR;Masculino;24 - 28 ANOS;8
202510;CONCEICAO DO PARA;MG;OESTE;PARA DE MINAS;INTERIOR;Masculino;34 - 38 ANOS;3
202510;SAO DOMINGOS DAS DORES;MG;LESTE;CARATINGA;INTERIOR;Masculino;39 - 43 ANOS;4
202510;VISCONDE DO RIO BRANCO;MG;SUDESTE;UBA;INTERIOR;Feminino;00 - 18 ANOS;92
202510;ALAGOA;MG;SUL;SAO LOURENCO;INTERIOR;Feminino;59+ ANOS;20
202510;SAO GOTARDO;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Feminino;54 - 58 ANOS;50
202510;LAGOA DOURADA;MG;CENTRO SUL;SAO JOAO DEL REI;INTERIOR;Masculino;49 - 53 ANOS;3
202510;VISCONDE DO RIO BRANCO;MG;SUDESTE;UBA;INTERIOR;Feminino;49 - 53 ANOS;63
202510;SAO PEDRO DO SUACUI;MG;LESTE;PECANHA;INTERIOR;Masculino;00 - 18 ANOS;16
202510;ESTRELA DALVA;MG;SUDESTE;CATAGUASES;INTERIOR;Masculino;00 - 18 ANOS;2
202510;FERVEDOURO;MG;SUDESTE;CARANGOLA;INTERIOR;Feminino;59+ ANOS;67
202510;CAETE;MG;CENTRO;CAETE;RMBH;Feminino;19 - 23 ANOS;41
202510;SAO JOSE DA VARGINHA;MG;OESTE;PARA DE MINAS;INTERIOR;Feminino;54 - 58 ANOS;5
202510;CONCEICAO DAS ALAGOAS;MG;TRIANGULO DO SUL;UBERABA;INTERIOR;Masculino;24 - 28 ANOS;13
202510;BOCAINA DE MINAS;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;49 - 53 ANOS;1
202510;ABADIA DOS DOURADOS;MG;TRIANGULO DO NORTE;MONTE CARMELO;INTERIOR;Feminino;44 - 48 ANOS;13
202510;DONA EUZEBIA;MG;SUDESTE;CATAGUASES;INTERIOR;Masculino;19 - 23 ANOS;1
202510;LUISLANDIA;MG;NORTE;BRASILIA DE MINAS;INTERIOR;Feminino;59+ ANOS;28
202510;RIO DO PRADO;MG;NORDESTE;ALMENARA;INTERIOR;Masculino;00 - 18 ANOS;18
202510;ALVORADA DE MINAS;MG;NORDESTE;SERRO;INTERIOR;Feminino;24 - 28 ANOS;11
202510;FELISBURGO;MG;NORDESTE;JEQUITINHONHA;INTERIOR;Feminino;54 - 58 ANOS;11
202510;BAIXO GUANDU;ES;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;34 - 38 ANOS;2
202510;PIRAPETINGA;MG;SUDESTE;CATAGUASES;INTERIOR;Masculino;44 - 48 ANOS;2
202510;ARAXA;MG;TRIANGULO DO SUL;ARAXA;INTERIOR;Masculino;34 - 38 ANOS;50
202510;CEDRO DO ABAETE;MG;CENTRO;ABAETE;INTERIOR;Masculino;59+ ANOS;7
202510;SOBRALIA;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Feminino;00 - 18 ANOS;12
202510;OLARIA;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;59+ ANOS;19
202510;SAO JOSE DA SAFIRA;MG;LESTE;PECANHA;INTERIOR;Feminino;44 - 48 ANOS;7
202510;ARAXA;MG;TRIANGULO DO SUL;ARAXA;INTERIOR;Feminino;54 - 58 ANOS;155
202510;CORACAO DE JESUS;MG;NORTE;CORACAO DE JESUS;INTERIOR;Feminino;29 - 33 ANOS;55
202510;CAMBUQUIRA;MG;SUL;TRES CORACOES;INTERIOR;Feminino;34 - 38 ANOS;16
202510;MARAVILHAS;MG;CENTRO;SETE LAGOAS;INTERIOR;Feminino;49 - 53 ANOS;20
202510;DORESOPOLIS;MG;SUL;PIUMHI;INTERIOR;Masculino;39 - 43 ANOS;1
202510;JEQUERI;MG;LESTE DO SUL;PONTE NOVA;INTERIOR;Masculino;29 - 33 ANOS;29
202510;CARBONITA;MG;NORDESTE;DIAMANTINA;INTERIOR;Masculino;49 - 53 ANOS;8
202510;TABULEIRO;MG;SUDESTE;UBA;INTERIOR;Masculino;44 - 48 ANOS;1
202510;JEQUITAI;MG;NORTE;PIRAPORA;INTERIOR;Masculino;00 - 18 ANOS;19
202510;AGUA DOCE DO NORTE;ES;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;49 - 53 ANOS;1
202510;DOURADOQUARA;MG;TRIANGULO DO NORTE;MONTE CARMELO;INTERIOR;Feminino;49 - 53 ANOS;6
202510;SAO TOMAS DE AQUINO;MG;SUL;SAO SEBASTIAO DO PARAISO;INTERIOR;Feminino;59+ ANOS;60
202510;JUVENILIA;MG;NORTE;MANGA;INTERIOR;Masculino;39 - 43 ANOS;5
202510;BOM JESUS DO GALHO;MG;LESTE;CARATINGA;INTERIOR;Masculino;24 - 28 ANOS;22
202510;CAMPANHA;MG;SUL;VARGINHA;INTERIOR;Feminino;29 - 33 ANOS;14
202510;MOEMA;MG;OESTE;BOM DESPACHO;INTERIOR;Masculino;54 - 58 ANOS;13
202510;FRANCISCO DUMONT;MG;NORTE;BOCAIUVA;INTERIOR;Feminino;39 - 43 ANOS;6
202510;CARMO DO PARANAIBA;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Masculino;44 - 48 ANOS;15
202510;PONTO CHIQUE;MG;NORTE;PIRAPORA;INTERIOR;Masculino;54 - 58 ANOS;5
202510;VISCONDE DO RIO BRANCO;MG;SUDESTE;UBA;INTERIOR;Masculino;19 - 23 ANOS;32
202510;ENGENHEIRO NAVARRO;MG;NORTE;BOCAIUVA;INTERIOR;Masculino;49 - 53 ANOS;5
202510;OURO FINO;MG;SUL;OURO FINO;INTERIOR;Masculino;19 - 23 ANOS;19
202510;MANHUACU;MG;LESTE DO SUL;MANHUACU;INTERIOR;Feminino;39 - 43 ANOS;129
202510;CAREACU;MG;SUL;POUSO ALEGRE;INTERIOR;Masculino;39 - 43 ANOS;2
202510;FRANCISCO DUMONT;MG;NORTE;BOCAIUVA;INTERIOR;Masculino;19 - 23 ANOS;1
202510;GAMELEIRAS;MG;NORTE;JANAUBA;INTERIOR;Feminino;19 - 23 ANOS;8
202510;CORONEL PACHECO;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Masculino;29 - 33 ANOS;2
202510;GUARULHOS;SP;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;4
202510;POTE;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Feminino;34 - 38 ANOS;20
202510;BARAO DE COCAIS;MG;CENTRO;ITABIRA;INTERIOR;Feminino;49 - 53 ANOS;30
202510;VIRGINIA;MG;SUL;SAO LOURENCO;INTERIOR;Feminino;59+ ANOS;37
202510;MEDINA;MG;NORDESTE;PEDRA AZUL;INTERIOR;Masculino;54 - 58 ANOS;19
202510;OLIVEIRA;MG;OESTE;OLIVEIRA;INTERIOR;Masculino;19 - 23 ANOS;33
202510;CAMPANARIO;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Masculino;00 - 18 ANOS;6
202510;GALILEIA;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Masculino;00 - 18 ANOS;13
202510;JESUANIA;MG;SUL;TRES CORACOES;INTERIOR;Feminino;59+ ANOS;61
202510;DORES DE GUANHAES;MG;CENTRO;GUANHAES;INTERIOR;Feminino;34 - 38 ANOS;12
202510;MIRAVANIA;MG;NORTE;MANGA;INTERIOR;Masculino;44 - 48 ANOS;6
202510;LAGAMAR;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Masculino;19 - 23 ANOS;8
202510;RIBEIRAO DAS NEVES;MG;CENTRO;BELO HORIZONTE;RMBH;Feminino;59+ ANOS;1617
202510;CONGONHAS;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;INTERIOR;Feminino;24 - 28 ANOS;31
202510;MATIPO;MG;LESTE DO SUL;MANHUACU;INTERIOR;Masculino;39 - 43 ANOS;16
202510;PRADOS;MG;CENTRO SUL;SAO JOAO DEL REI;INTERIOR;Feminino;34 - 38 ANOS;7
202510;GONCALVES;MG;SUL;ITAJUBA;INTERIOR;Masculino;54 - 58 ANOS;2
202510;INHAUMA;MG;CENTRO;SETE LAGOAS;INTERIOR;Feminino;44 - 48 ANOS;5
202510;MONTALVANIA;MG;NORTE;MANGA;INTERIOR;Masculino;00 - 18 ANOS;62
202510;TRES PONTAS;MG;SUL;TRES PONTAS;INTERIOR;Masculino;59+ ANOS;220
202510;PRAIA GRANDE;SP;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;6
202510;PARAGUACU;MG;SUL;ALFENAS;INTERIOR;Masculino;24 - 28 ANOS;20
202510;BUGRE;MG;LESTE;IPATINGA;INTERIOR;Masculino;39 - 43 ANOS;3
202510;DESTERRO DO MELO;MG;CENTRO SUL;BARBACENA;INTERIOR;Feminino;34 - 38 ANOS;1
202510;UMBURATIBA;MG;NORDESTE;AGUAS FORMOSAS;INTERIOR;Feminino;44 - 48 ANOS;5
202510;IBIRACI;MG;SUL;PASSOS;INTERIOR;Masculino;34 - 38 ANOS;1
202510;LAGOA GRANDE;MG;NOROESTE;JOAO PINHEIRO;INTERIOR;Feminino;34 - 38 ANOS;12
202510;CAPITAO ANDRADE;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Feminino;29 - 33 ANOS;5
202510;ALVINOPOLIS;MG;LESTE DO SUL;PONTE NOVA;INTERIOR;Feminino;00 - 18 ANOS;21
202510;ELOI MENDES;MG;SUL;VARGINHA;INTERIOR;Feminino;29 - 33 ANOS;28
202510;JOSENOPOLIS;MG;NORTE;SALINAS;INTERIOR;Feminino;34 - 38 ANOS;6
202510;PRAIA GRANDE;SC;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;59+ ANOS;2
202510;TOMBOS;MG;SUDESTE;CARANGOLA;INTERIOR;Feminino;24 - 28 ANOS;14
202510;CORDISLANDIA;MG;SUL;VARGINHA;INTERIOR;Masculino;39 - 43 ANOS;4
202510;ORIZANIA;MG;SUDESTE;CARANGOLA;INTERIOR;Feminino;00 - 18 ANOS;11
202510;CONGONHAS DO NORTE;MG;NORDESTE;SERRO;INTERIOR;Feminino;54 - 58 ANOS;13
202510;VERMELHO NOVO;MG;LESTE;CARATINGA;INTERIOR;Feminino;44 - 48 ANOS;14
202510;FERROS;MG;CENTRO;ITABIRA;INTERIOR;Feminino;34 - 38 ANOS;15
202510;CLARO DOS POCOES;MG;NORTE;MONTES CLAROS;INTERIOR;Masculino;54 - 58 ANOS;9
202510;DIVISOPOLIS;MG;NORDESTE;PEDRA AZUL;INTERIOR;Masculino;44 - 48 ANOS;7
202510;ARACAI;MG;CENTRO;SETE LAGOAS;INTERIOR;Feminino;54 - 58 ANOS;5
202510;MORRO DA GARCA;MG;CENTRO;CURVELO;INTERIOR;Feminino;44 - 48 ANOS;1
202510;SERRA DOS AIMORES;MG;NORDESTE;NANUQUE;INTERIOR;Masculino;59+ ANOS;46
202510;SAO DOMINGOS DO PRATA;MG;CENTRO;JOAO MONLEVADE;INTERIOR;Masculino;39 - 43 ANOS;8
202510;PERDIGAO;MG;OESTE;DIVINOPOLIS;INTERIOR;Feminino;59+ ANOS;71
202510;CANA VERDE;MG;OESTE;CAMPO BELO;INTERIOR;Feminino;00 - 18 ANOS;14
202510;TEIXEIRAS;MG;LESTE DO SUL;VICOSA;INTERIOR;Feminino;59+ ANOS;143
202510;CORONEL FABRICIANO;MG;LESTE;CORONEL FABRICIANO;INTERIOR;Feminino;39 - 43 ANOS;69
202510;DOM CAVATI;MG;LESTE;CARATINGA;INTERIOR;Feminino;39 - 43 ANOS;10
202510;CARVALHOPOLIS;MG;SUL;ALFENAS;INTERIOR;Feminino;39 - 43 ANOS;5
202510;LUISBURGO;MG;LESTE DO SUL;MANHUACU;INTERIOR;Masculino;49 - 53 ANOS;6
202510;TOCOS DO MOJI;MG;SUL;POUSO ALEGRE;INTERIOR;Masculino;29 - 33 ANOS;1
202510;VARGEM GRANDE DO RIO PARDO;MG;NORTE;TAIOBEIRAS;INTERIOR;Masculino;59+ ANOS;23
202510;GUACUI;ES;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;24 - 28 ANOS;1
202510;RECREIO;MG;SUDESTE;CATAGUASES;INTERIOR;Feminino;29 - 33 ANOS;4
202510;ESPIRITO SANTO DO PINHAL;SP;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;3
202510;NOVA FRIBURGO;RJ;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;59+ ANOS;1
202510;ITACARAMBI;MG;NORTE;JANUARIA;INTERIOR;Feminino;54 - 58 ANOS;28
202510;PADRE CARVALHO;MG;NORTE;SALINAS;INTERIOR;Feminino;24 - 28 ANOS;12
202510;AREADO;MG;SUL;ALFENAS;INTERIOR;Masculino;44 - 48 ANOS;7
202510;SAO JOSE DO GOIABAL;MG;LESTE DO SUL;RAUL SOARES;INTERIOR;Masculino;00 - 18 ANOS;5
202510;PRATAPOLIS;MG;SUL;PASSOS;INTERIOR;Feminino;19 - 23 ANOS;6
202510;NATERCIA;MG;SUL;POUSO ALEGRE;INTERIOR;Masculino;49 - 53 ANOS;5
202510;SAO GERALDO DA PIEDADE;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Feminino;44 - 48 ANOS;7
202510;ITAMOGI;MG;SUL;SAO SEBASTIAO DO PARAISO;INTERIOR;Feminino;49 - 53 ANOS;4
202510;TIROS;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Feminino;19 - 23 ANOS;8
202510;FRANCA;SP;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;39 - 43 ANOS;1
202510;CORREGO DO BOM JESUS;MG;SUL;POUSO ALEGRE;INTERIOR;Feminino;39 - 43 ANOS;5
202510;MONTALVANIA;MG;NORTE;MANGA;INTERIOR;Masculino;59+ ANOS;71
202510;CORONEL MURTA;MG;NORDESTE;ARACUAI;INTERIOR;Masculino;39 - 43 ANOS;8
202510;ALPERCATA;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Feminino;44 - 48 ANOS;3
202510;PIRAPORA;MG;NORTE;PIRAPORA;INTERIOR;Feminino;54 - 58 ANOS;111
202510;POCO FUNDO;MG;SUL;ALFENAS;INTERIOR;Masculino;19 - 23 ANOS;5
202510;ITINGA;MG;NORDESTE;ARACUAI;INTERIOR;Masculino;19 - 23 ANOS;23
202510;SAO SEBASTIAO DO RIO PRETO;MG;CENTRO;ITABIRA;INTERIOR;Feminino;49 - 53 ANOS;4
202510;ARACRUZ;ES;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;9
202510;CLAUDIO;MG;OESTE;DIVINOPOLIS;INTERIOR;Masculino;00 - 18 ANOS;26
202510;EUGENOPOLIS;MG;SUDESTE;MURIAE;INTERIOR;Feminino;49 - 53 ANOS;24
202510;BOM JARDIM DE MINAS;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;44 - 48 ANOS;10
202510;MARIA DA FE;MG;SUL;ITAJUBA;INTERIOR;Masculino;49 - 53 ANOS;12
202510;AMPARO DO SERRA;MG;LESTE DO SUL;PONTE NOVA;INTERIOR;Feminino;34 - 38 ANOS;5
202510;MARAVILHAS;MG;CENTRO;SETE LAGOAS;INTERIOR;Masculino;39 - 43 ANOS;6
202510;BERILO;MG;NORDESTE;MINAS NOVAS;INTERIOR;Masculino;39 - 43 ANOS;6
202510;SAO SIMAO;GO;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;39 - 43 ANOS;1
202510;ENGENHEIRO CALDAS;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Feminino;44 - 48 ANOS;6
202510;CAXAMBU;MG;SUL;SAO LOURENCO;INTERIOR;Masculino;00 - 18 ANOS;24
202510;UBAI;MG;NORTE;BRASILIA DE MINAS;INTERIOR;Feminino;44 - 48 ANOS;28
202510;LAGOA GRANDE;MG;NOROESTE;JOAO PINHEIRO;INTERIOR;Feminino;59+ ANOS;49
202510;SAO GONCALO DO RIO ABAIXO;MG;CENTRO;ITABIRA;INTERIOR;Feminino;19 - 23 ANOS;1
202510;ALPINOPOLIS;MG;SUL;PASSOS;INTERIOR;Feminino;49 - 53 ANOS;31
202510;ESPINOSA;MG;NORTE;JANAUBA;INTERIOR;Feminino;19 - 23 ANOS;50
202510;ITAMARANDIBA;MG;NORDESTE;DIAMANTINA;INTERIOR;Masculino;49 - 53 ANOS;41
202510;SAO JOAO NEPOMUCENO;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;19 - 23 ANOS;13
202510;SAO TOMAS DE AQUINO;MG;SUL;SAO SEBASTIAO DO PARAISO;INTERIOR;Masculino;19 - 23 ANOS;2
202510;RESSAQUINHA;MG;CENTRO SUL;BARBACENA;INTERIOR;Feminino;44 - 48 ANOS;2
202510;SAO SEBASTIAO DO RIO VERDE;MG;SUL;SAO LOURENCO;INTERIOR;Feminino;24 - 28 ANOS;3
202510;ALPINOPOLIS;MG;SUL;PASSOS;INTERIOR;Masculino;54 - 58 ANOS;21
202510;CATAS ALTAS;MG;CENTRO;ITABIRA;INTERIOR;Feminino;49 - 53 ANOS;4
202510;RIBEIRAO DAS NEVES;MG;CENTRO;BELO HORIZONTE;RMBH;Masculino;59+ ANOS;1033
202510;NOVA SERRANA;MG;OESTE;DIVINOPOLIS;INTERIOR;Masculino;59+ ANOS;108
202510;ALVINOPOLIS;MG;LESTE DO SUL;PONTE NOVA;INTERIOR;Masculino;19 - 23 ANOS;10
202510;ITUMIRIM;MG;SUL;LAVRAS;INTERIOR;Feminino;19 - 23 ANOS;8
202510;POMPEU;MG;CENTRO;ABAETE;INTERIOR;Masculino;39 - 43 ANOS;12
202510;VIRGINOPOLIS;MG;CENTRO;GUANHAES;INTERIOR;Masculino;39 - 43 ANOS;11
202510;SENADOR MODESTINO GONCALVES;MG;NORDESTE;DIAMANTINA;INTERIOR;Masculino;44 - 48 ANOS;4
202510;MATIAS BARBOSA;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Masculino;54 - 58 ANOS;10
202510;UBA;MG;SUDESTE;UBA;INTERIOR;Feminino;00 - 18 ANOS;236
202510;SAO JOSE DO DIVINO;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Masculino;39 - 43 ANOS;3
202510;CASSIA;MG;SUL;PASSOS;INTERIOR;Feminino;44 - 48 ANOS;24
202510;FLORESTAL;MG;CENTRO;BETIM;RMBH;Masculino;54 - 58 ANOS;6
202510;BOM SUCESSO;MG;OESTE;OLIVEIRA;INTERIOR;Masculino;54 - 58 ANOS;7
202510;LADAINHA;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Masculino;54 - 58 ANOS;14
202510;BOA ESPERANCA;MG;SUL;BOA ESPERANCA;INTERIOR;Masculino;39 - 43 ANOS;13
202510;SERRO;MG;NORDESTE;SERRO;INTERIOR;Masculino;54 - 58 ANOS;26
202510;BRUMADINHO;MG;CENTRO;BETIM;RMBH;Feminino;59+ ANOS;271
202510;ESPERA FELIZ;MG;SUDESTE;CARANGOLA;INTERIOR;Masculino;24 - 28 ANOS;36
202510;SAO JOAO DO PACUI;MG;NORTE;CORACAO DE JESUS;INTERIOR;Feminino;44 - 48 ANOS;2
202510;SANTO ANTONIO DO AMPARO;MG;OESTE;OLIVEIRA;INTERIOR;Masculino;44 - 48 ANOS;15
202510;SAO JOAO DA MATA;MG;SUL;POUSO ALEGRE;INTERIOR;Masculino;44 - 48 ANOS;2
202510;LONDRINA;PR;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;2
202510;BUGRE;MG;LESTE;IPATINGA;INTERIOR;Feminino;24 - 28 ANOS;6
202510;LAGAMAR;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Feminino;00 - 18 ANOS;17
202510;QUARTEL GERAL;MG;CENTRO;ABAETE;INTERIOR;Feminino;49 - 53 ANOS;4
202510;PORTEIRINHA;MG;NORTE;JANAUBA;INTERIOR;Feminino;39 - 43 ANOS;53
202510;SANTANA DE PIRAPAMA;MG;CENTRO;SETE LAGOAS;INTERIOR;Feminino;24 - 28 ANOS;9
202510;SAO JOAO DAS MISSOES;MG;NORTE;MANGA;INTERIOR;Masculino;19 - 23 ANOS;16
202510;SAO PEDRO DO SUACUI;MG;LESTE;PECANHA;INTERIOR;Feminino;39 - 43 ANOS;11
202510;ESMERALDAS;MG;CENTRO;CONTAGEM;RMBH;Feminino;29 - 33 ANOS;84
202510;BANDEIRA DO SUL;MG;SUL;POCOS DE CALDAS;INTERIOR;Feminino;54 - 58 ANOS;7
202510;CRUCILANDIA;MG;CENTRO;BETIM;INTERIOR;Feminino;44 - 48 ANOS;13
202510;CONGONHAL;MG;SUL;POUSO ALEGRE;INTERIOR;Masculino;24 - 28 ANOS;8
